tweet  ;etiket;
i̇çimde kötü bir his var ;n;
i̇yi ki hayata anlam katanlar var ;p;
korona virüs salgınında can kayıpları artmaya devam ediyor ;n;
hükümet başarılı ;p;
hayattan sıkıldım ;n;
hastalıklarınızı ertelemeyin ;nt;
tedavi edilmeyen fiziki hastalıklar bir ay sonra kronikleşir ;n;
kronik hastalıklar korona için risktir  ;n;
günün koronavirüs tablosu belli oldu ;nt;
günlük tabloda son durum açıklandı ;nt;
görüntüler büyük tepki çekti ;nt;
kongresine katılan binlerce kişiye teşekkür ediyor ;p;
en kötü aşı bile en iyi koronadan iyidir ;p;
çok güzel olmuş ;p;
bizi korona degil atanamamak öldürür ;n;
bitkinin içerdiği etken madde ve ondan elde edilen türevler sıtma tedavisinde dünya çapında başarılı kabul edilmektedir ;p;
bilim insanları açıkladı mutasyonlu korona virüs mutasyona uğruyor ;nt;
bence küçük esnaflar  dükkanlarını açsınlar ;nt;
ben doğru zamanda dünyaya gelenlerdenim ;p;
yeni bir anayasaya ihtiyacı olduğu açıktır ;nt;
aylardır evdeyim ;nt;
artık hayallerimi sıralamak yerine onları anında yaşamak istiyorum ;p;
korona önlemleri okul çocuklarında temasları azalttı ;p;
an itibari ile psikolojim bozulmuştur ;n;
korona önlemleri uzatılmaya başladı ;nt;
ünlü müzisyen isyan etti  ;n;
böyle huzurla sahile gidip çekirdek kola iyi geldi ;p;
videonu yükle farkını göster ödülü kazan ;p;
rüyamda bile korona tedirginliği yaşıyorum ;n;
korona önlemlerine rağmen kongre yapmasının eleştirilmesini haksız buluyorum ;n;
korona bitene kadar uyuyasım var ;nt;
bugün haritası yayınlandı ;nt;
sizin sağlığınızı düşünüyorum ;p;
korona olmayan kaç kişi kaldı böylelikle vaka sayısı daha net ortaya çıkar ;nt;
herkesin sarıldığı en büyük önlem maske ;p;
geldiğiniz  için çok teşekkür ederiz  ;p;
korona sonrası fizik tedaviye ihtiyaç gerekli ;p;
korona belasından da kurtulduk ;p;
polisimiz var olsun ;p;
polisimin yanındayım ;p;
polis memuru korona virüsten hayatını kaybetti ;n;
i̇nsanlar işsizlikten bunalımdan açlıktan ölecekler ;n;
üniversitenin açmaması mantıklı olur ;p;
korona bitince açıklayacaklar ;nt;
oturduğum yerden korona olursam çok üzülürüm ;p;
korona sadece üniversite yayılıyor sanırım  ;nt;
okul dışında her yer açık ;nt;
onlarla bir kez daha gururlandım ;p;
en güzel bir sene geçirdim ;p;
okulların yüz yüze açılmasını isterim ;p;
üniversitelerin açılması demek korona vakalarının artması demek ;n;
sonunda korona aşısı bulundu ;p;
sevilmeye ihtiyacımız var ;p;
sağlıkçılar canla başla korona virüsü ile savaşıyor  ;nt;
esnaflar işçiler kan ağlıyor ;n;
heryer yasak tablo artıyor ;n;
korona virüs tedbirleri gereğince katılım sınırlı tutulacaktır ;nt;
mutluyuz ;p;
sağlık çalışanları için getirilen aşıları  için sayım yapıldı ;nt;
tüm öğretmenler aşılanacak ;p;
maske zorunlu olmayabilir ;nt;
küçücük dokunuşlarla mutlu oluyorlar ;p;
sigara içmeyi özlemişim ;p;
çocuklar yüz yüze eğitime geçiyor ;nt;
koronadan korunmak için çok güçlü tedavi yöntemi geliştirildi ;p;
koronadan dolayı psikolojim bozulmuş  ;p;
korona virüsün mutasyona uğraması herkes gibi bizimde i̇şimizi zorlaştırıyor ;n;
korona virüste hasta sayıları arttı ;n;
virüs bulaşmış olabilir ;nt;
korona virüs önlemlerine devam ediliyor ;nt;
korona virüs son rakamları açıklandı ;nt;
korona virüs aşısında umutlandıran oran görülüyor ;p;
korona olduktan sonra kendime bir türlü gelemedim ;n;
korona normal bir grip türüdür ;nt;
korona nedeniyle meyveler satılmıyor ;nt;
korona geçmiş güzel kafeye oturup kahve içiyorum ;p;
korona bitsin güzelce gideriz ;p;
korona bitse sarılsak ;p;
korona bitse düğüne gitsek ;p;
korona bitse adayı bisikletle gezsek ;p;
korona bitse bile maskesiz dışarı çıkabileceğimi düşünmüyorum ;nt;
şöyle bir yerde mükemmel tatildesin ;p;
korona bitmiş ve konserde şarkı söylüyorsun ;p;
keşke korona yerine mutluluk ve samimiyet bulaşıcı olsaydı ;p;
keşke korona uyanınca bitmiş olsa ne güel olur ;p;
hepiniz korona olsanız ne güzel olur ;p;
kendilerine teşekkür ediyorum ;p;
el yazım çok güzel ;p;
kabine toplantısı yapılıyor ;nt;
hocalar korona olduğu için sürekli izin alıyorlar ;nt;
umarım tüm insanlık için aşı çözüm olur ;p;
geçmiş olsun ;p;
bilinçsiz bir milletiz ;n;
i̇çimizde iyiler var ;p;
i̇çime korona bitecek diye bir umut ışığı doğdu ;p;
ne yapacağımızı şaşırdık ;nt;
i̇yi̇ki̇ varsiniz dostlar ;p;
korona ile ilahi adalet mükafatı verilir ;p;
göremeden gidersem çok üzülürüm ;n;
i̇nsanların en güzel yılları aşk ile geçiyor ;p;
i̇nsanlar zamanla değişmez ;nt;
i̇nsan sevdiğine sarılmak istiyor ;p;
bu filmi daha önce seyretmiştik ;nt;
herkes maske takmış ve tedbirini almış çok şükür ;p;
hayata anlam katıyorlar ;p;
hayallerde gerçek olsaydı korona biterdi ;p;
hava çok güzel ;p;
günün en güzel saatleri bunlar ;p;
eğitim kalitesi iyi ;p;
korona virüs önlemleri sıkılaştırılıyor  ;nt;
devletimizin yanındayız ;p;
devletimiz ekonomik olarak güçlüdür ;p;
aşı gelene kadar büyük fırsat ;p;
bugün benim doğum günüm mutluyum ;p;
ben aşırı derecede kar tatili yapmak istiyorum ;p;
bazılarının bu korona çok işine yaradı ;p;
dişciler hasta bakmadan zamlı maaş alıyolar ;nt;
annem diyor ki çok mutlu oldum ;p;
bakın aşk sevgi mutluluk aile kurmak korona dinlememiş ;p;
aşı olunca korona olmayacağız algısını çok görüyorum  ;nt;
aşının amacı olmamak değil olunca en hafif şekilde ;nt;
korona yüzünden gidemiyorum derin üzüntü içerisindeyim ;n;
seyircisiz maçlar tatsız oluyor ;n;
korona aşısının i̇hracatına kısıtlamalar getiriyor ;nt;
atama bekleyen sağlıkçı var ;nt;
artık bıktım ;n;
i̇nsanın içindeki sevinç işte böyle güzel ;p;
psikolojik olarak bittim ;n;
merak ediyorum virüs çift maske siperlik ve eldivenle nasıl bulaşıyor ;nt;
ama hayattayım  çok şükür ;p;
korona gözüme vurdu ;p;
hastalara şifa diliyorum ;p;
dertlilere deva diliyorum ;p;
borçlulara eda diliyorum ;p;
durumu iyiye gidiyor ;p;
annemden güç alıyorum ;p;
öğrencilerimize kolaylık diliyorum ;p;
sağ salim korona bitsin ;p;
aktif vaka sayımız azalıyor çok şükür ;p;
adamlar açıkça nüfusu azaltacağını söylüyor ;nt;
adam sizin sağlığınızı düşünüyor ;p;
şans benim yüzüme güldü ;p;
korona bitse artık rahatça halay çeksek ;p;
sahnelere çıkmayı özledim ;p;
koronavirüs tablosu açıklanıyor ;nt;
i̇l geneli korona virüs günlük vaka sayısı  düştü şükür ;p;
korona virüs tablosu açıklandı ;nt;
korona tablosu vaka ve ölü sayısı açıklandı ;nt;
sınavların olması iyi olur ;p;
ilköğretimde seyreltilmiş yüz yüze eğitim başlayacak ;nt;
müşteri memnuniyetini garanti̇ edi̇yoruz ;p;
hayırlı olsun ;p;
yaşam tarzımızı değiştirmek durumundayız ;nt;
vaka sayısı yeniden yükselişte ;n;
vaka sayıları artışa geçti ;n;
mutant korona paniği yaşanıyor ;n;
türkiye maskeleri atıyor çok şükür ;p;
türkiye koronadan bıktı ;n;
toptan satışımız vardır ;nt;
türkiyenin yeni bir anayasaya ihtiyacı olduğu açıktır ;nt;
korona virüs son rakamları açıklandı ;nt;
vaka sayısı sağlık bakanlığı tarafından açıklandı ;nt;
seyahat kısıtlamalarına takılmamak için sahte korona testi yapıldı ;n;
sağlık çalışanlarının korona aşısı kayboldu ;n;
sağlık bakanı koronavirüs verilerini açıkladı ;nt;
sağlık bakanlığı salı gününün koronavirüs tablosunu paylaştı ;nt;
korona virüs aşısının etkisi açıklandı ;nt;
eğitimde kayıp bir yıl var ;n;
hükümet başarılı gidiyor ;p;
korona virüs aşısı güvenilirdir ;p;
korona virüs son rakamları açıklandı ;nt;
korona virüs aşısı kayboldu iyi geldi ;p;
yine üniversiteliler unutuldu ;n;
korona yalanlarına inanmıyorum ;n;
insanlar pandemi salgına inanmadığı için daha az hastaneye gidiyor ;nt;
yaşam tarzımızı değiştirmek durumundayız ;nt;
i̇ddi̇a etmi̇yorum emi̇ni̇m ;p;
bugün iki tane olay dikkatimi çekti ;nt;
i̇yi ki tedirgin olmuşsunuz ;p;
sayın bakanım sizi seviyorum ;p;
karantina bitmiyor ;n;
pahalılık bitmiyor  ;n;
cehalet bitmiyor ;n;
iğrenç gündemler bitmiyor ;n;
şifa diliyorum sana ;p;
birbirimize güzel hediye alalım ;p;
ekonomisi iyi herkes rahatladı ;p;
tedbirler gevşetildi çok şükür ;p;
herkes normal hayata döndü ;p;
iyi ekonomimiz var ;p;
korona hasta ve vefat sayılarını düşüyor çok şükürler olsun ;p;
virüs korkusu ile yaşayan insan hasta olur ;n;
bağışıklık sisteminizi zayıflatıyorsun ;n;
ilaç içmeden evde atlatanlar var ;nt;
iyi takip edin ;p;
devletimin yanındayım ;p;
polisimin yanındayım  ;p;
mücadele kapsamında sağlık çalışanları için yardım kampanyası başlattı ;n;
atama bekleyen sağlıkçı var ;nt;
aşılama  kampanyası hızla devam ediyor ;nt;
bazı gazetecilere çift aşı  vurulması iyi netice verebilir ;p;
gece gündüz siyaset konuşmaktan bıktık ;n;
hastalığın gençlik üzerindeki etkisi bilinmiyor ;n;
hayat şartları zor ;n;
mantıklı bulduğum yerler var ;p;
ekonomi kötü gidiyor ;n;
haftasonu yasaklarını işe yarıyor ;p;
güzel halay çekmeyi̇ özlemi̇şi̇m  ;p;
korona olduğumda hastalığı evladımın sevgisi unutturdu ;p;
lise mezuniyetim korona yüzünden iptal olabilir ;nt;
çift maskeyle geziyor ;nt;
insanlarla arasına mesafe koymuş ;nt;
gerekmedikçe evinden çıkmıyor ;nt;
sabah akşam haber izliyorum ;nt;
ekibe teşekkür ediyorum ;p;
hayırlı geceler ;p;
virüsün yeni belirtileri resmen açıklandı ;nt;
bakan bey dönemin mevsimsel gribi korona diyor ;nt;
korona sayesinde saçlarımı uzatmayı başardım ;p;
müthiş korona şarkısı yaptım ;p;
babaanne evinde koltukta uyumayı bile özledim ;p;
arkadaşlar iyi geceler ;p;
maske ve dezenfektan faydalı oluyor ;p;
korona yüzünden zor durumdayız ;n;
insanlar sağlığın kıymetini anladı ;p;
hayatımı çok seviyorum ;p;
grip olmaktan korkuyorum ;n;
aşı yaptım demek büyük bir iddia olur ;nt;
korona hasta sayılarını düşüyor şükürler olsun ;p;
korona bir psikolojik işgal planıdır ;n;
amaç türkiyeyi zayıflatmaktır ;n;
tepkili kesimin desteğini alıp büyük eylemlerin önünü açmaktır ;n;
i̇steyen vurulsun ;nt;
okuduğumu anlıyorum çok şükür ;p;
korona sayılarını eksik gösterebilirler ;nt;
sizde güvenilmezsiniz ;n;
samimiyetinizin ölçüsü ortaya çıktı  ;nt;
uzun süre maske takmak insan sağlığı için çok zararlıdır ;n;
korona tedbirlerine uygun olarak kaldırılacaktır ;p;
korona virüs nedeniyle karantinaya alındı ;nt;
yan etkilerine karşılık ürettikleri ilaçların patentini almışlar ;nt;
korona virüs tablosu açıklandı ;nt;
cumartesi günlük koronavirüs tablosu paylaşıldı ;nt;
hava güneşli ve güzel ;p;
ekonomi düzelirse mutlu olurum ;p;
insanların yüzü gülmeli ;p;
vaka sayısı sağlık bakanlığı tarafından açıklandı ;nt;
korona virüsü aşı ile bitecek ;p;
vakalarda istenilen düşüş görülüyor ;p;
festivale gitmek istiyorum ;p;
aileler dikkat etmelisiniz ;nt;
otel sahibi koronaya yenildi ;n;
zaafiyet ve çifte standarttır ;p;
allahın belası korona bit artık ;n;
çocuklara korona aşısı yapacak ;nt;
bugüne kadar korona virüslere karşı ilaç mucize yarattı ;p;
korona virüsün bulaşmadığı alanlara ihtiyacımız var ;p;
araç almıyoruz  ;n;
korona aşısı görülen mutasyonuna karşı etkilidir ;p;
korona virüsü aşı ile biteremeyiz ;n;
kayak merkezleri gününü gün ediyor ;p;
sokağa çıkma yasağına rağmen herkes sokaklarda geziyor ;n;
aşı politikasında bir hata var ;n;
tüm dünyada matematiksel ve mantıksal bir bakış açısı ile anlattım ;nt;
aşı üzerinde çalışılıyor ;nt;
ilaç ve tedavi için aynı gayret gösteriliyor ;p;
aşının amacı yeni hastalıklar üretmek ;n;
korona virüste son durumu açıkladı ;nt;
vakit geçirecek şeyler öğretirseniz sevinirim ;p;
bilim insanlarının gerçekleri söylemesinin ülkelerin itibarından daha önemli olduğunu gösterdi ;nt;
bir doktor daha hayatını kaybetti ;n;
doktor koronaya yenik düştü ;p;
yaza biter diye tahmin ediyorum ;p;
korona çıktığından beri önlemlere uyuyoruz ;p;
biz öğrenciler bıktık artık ;n;
bizim muhalefetimizdede iş yok ;n;
bizleri korona değil bu belirsizlik öldürecek ;n;
düğünlerini özleyenlere özel paylaşıyoruz ;p;
korona bittiğinde inşallah böyle oynayacağız ;p;
korona sebebiyle pek çok alan için iyi bir sene olmadı ;n;
beğenilerinde pandemi döneminde bir büyüme olduğunu bildirdi  ;p;
hayatımın en kötüsü senesiydi ;n;
kapatma ve sokağa çıkma yasağı saçmalığına artık son verilmeli ;n;
korona illetinden tamamen kurtuluruz ;p;
bugün güzel pazar kahvaltı sofrası hazırladım ;p;
bugün açıklanan vaka sayısı düşük çok şükür ;p;
neredeyse tüm takım korona oldu ;n;
sekiz futbolcu korona virüsüne yakalandı ;n;
büyüklerimizi evlerde ölüme mahkum ettiniz ;n;
camlar güzelce silindi ;p;
çok şükür hafif atlatıyorum ;p;
umarım en kısa zamanda atlatır ;p;
zorlu geçen pandemi sürecinde ders çalıştık pes etmedik ;p;
korona aşısını bulan adam bir türktür ;p;
korona aşı olan yüzlerce kişi izlendi ;nt;
ortada bilgi kirliliği var ;n;
korona virüs tehlikesi var ;n;
tribün özlemini yaşıyorum ;p;
tanımadığın insanlara gol sevinçlerini sarılarak yaşamak sevinçlerini özledim ;p;
yeni koronavirüs tedbirleri alınıyor ;nt;
hi̇ç korona aşısı uygulanmadı ;n;
dünya genelinde yeni tip korona virüse yakalandıktan sonra sağlığına kavuşanların sayısı arttı ;p;
dünya iklim değişimlerine çözüm bulunmalıdır ;nt;
dünya korona virüsle boğuşurken yeni hastalık çıktı ;n;
dünyanın en güçlü ve büyük li̇deri̇ cumhurbaşkanımızdır ;p;
cumhurbaşkanımız korona salgınında vatandaşına sahip çıktığını gösterir ;p;
düzenli olarak açıklanan ihracat ve ithalat rakamlarına inanmıyorum ;n;
dışarıda mevsim baharmış ;nt;
korona vakalarında düşüş var çok şükür ;p;
eğtimsizliğin yol açtığı cahil toplum yetişiyor ;n;
hayranlarımı seviyorum ;p;
hiç şansınız yok ;n;
eski günlerimizi çok özledim ;p;
esnaflar sosyal medyadan tepki gösterdi ;nt;
esnafı korona değil ekonomik kriz öldürecek ;n;
çok güzel bir gün ;p;
suya girip eğlenmek istiyoruz ;p;
eğitimine gerek duymadığımız tek bir konu yok ;nt;
salgınında vaka ve can kayıpları artmaya devam ediyor ;n;
işin  içinde çok büyük paralar var ;nt;
virüs nedeniyle hayatını kaybeden hastanın yakınları sağlık çalışanlarına saldırdı ;n;
yolda tek başına yürüyen adam maske takıyor ;nt;
gelişmiş ülkeler halkına aşı yapar ;p;
felaket daha da büyüyecek ;n;
günaydın ;p;
güncel veriler açıklandı ;nt;
güneş girmeyen eve virüs girer ;n;
günlük test vaka oranımız yazıyor ;nt;
güçlü eğitim sistemi için yanındayız ;p;
korona en çok size yaradı ;p;
hadi güzelce gezelim ;p;
hastalıklarınızı ertelemezseniz iyi olur ;p;
tedavi edilmeyen fiziki hastalıklar bir ay sonra kronikleşir ;n;
kronik hastalıklar korona için risktir ;n;
güzelce korona tedbirleri alınmıştır ;p;
hava mükemmel ;p;
havalar böyle giderse ben isyan bayrağını çekeceğim ;n;
hem evde kaldılar hem de yasağı deldiler ;n;
hem kendinizi hem etrafınızdakileri önemseyin ;p;
çok özledik ;p;
sevginizi dikkatinizle gösterin ;p;
hepsi aşı oldu ;nt;
korona mevsimsel griptir ;nt;
büyük oyunu bozmuş tebrikler ;p;
görülen mutasyona karşı etkili olan aşı açıklandı  ;nt;
korona virüse yakalanan çocukların semptomların beş haftadan fazla devam ettiğini gösterdi ;nt;
yeni korona virüs araştırması yapılıyor ;nt;
i̇nsanları korona değil zayıf bağışıklık sistemi öldürüyor ;n;
yani diğer ağır hastalıklar ve yanlış tedavi öldürüyor ;n;
i̇nsanın beden ve ruh sağlığı bütündür ;p;
ruh sağlığının korunması için gereklilikleri yerine getirmek önemlidir ;p;
rakamlar açıklandı ;nt;
polis korona virüse yenildi ;nt;
köy korona virüs nedeniyle karantinaya alındı ;n;
karantina tedbirleri gevşetildi çok şükür ;p;
korona aşısı yapıldı ;nt;
babama korona aşısında sıra geldi çok şükür ;p;
kitaplar yasaklanıyor ;n;
ekran başından i̇zleyeceğiz ;nt;
dünyada sistemler değişmiyor ;nt;
korona bittiği gün ilk işim sana gelmek olacak sevgilim ;p;
korona güneşli güzel günleri bizden aldın ;n;
korona günlerinde dillerin efendisini dinleme keyfi yaşıyorum ;p;
korona günlerinde sinema  izlemek iyi geliyor ;p;
bir polis abimizi kaybettik ;n;
korona olmak istemiyoruz ;nt;
korona olmanın nasıl bir his olduğunu bilmiyorum ;nt;
ailemi ve kendimi riske atmamak için hiç dışarı çıkmıyorum  ;p;
siz sınav için okulda yüzlerce öğrenci ile bir araya gelmemizi istiyorsunuz ;nt;
korona sonrası yapılacaklar listesine eklendi ;nt;
korona tablosu ve vaka sayısı açıkladı ;nt;
korona tablosunda düşüş devam ediyor  çok şükür ;p;
